gene	disease	inheritance
TNPO3	Limb-girdle muscular dystrophy, type 1F;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F	
TNXB	Ehlers-Danlos-like syndrome due to tenascin-X deficiency;EHLERS-DANLOS SYNDROME DUE TO TENASCIN-X DEFICIENCY	
TOPORS	Retinitis pigmentosa;Retinitis pigmentosa	
TOR1A	Dystonia 1;DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT	Autosomal dominant inheritance
TP53	Acute megakaryoblastic leukemia;Mediastinal germ cell tumor	
TP63	ADULT syndrome;ADULT syndrome	
TPI1	Triosephosphate isomerase deficiency;TRIOSEPHOSPHATE ISOMERASE DEFICIENCY	
TPK1	not provided;not provided	
TPM1	Dilated cardiomyopathy 1Y;CARDIOMYOPATHY, DILATED, 1Y;Dilated cardiomyopathy 1Y	Autosomal dominant inheritance
TPM2	ARTHROGRYPOSIS, DISTAL, TYPE 2B;not provided;Distal arthrogryposis type 2B	Autosomal dominant inheritance
TPM3	Congenital Fiber-Type Disproportion;Congenital myopathy with fiber type disproportion;not provided	
TPO	Deficiency of iodide peroxidase;THYROID DYSHORMONOGENESIS 2A	Autosomal recessive inheritance
TPP1	Ataxia;Metabolic/ Biochemical (child onset);Ceroid lipofuscinosis, neuronal, 2;not provided;Not Provided;Seizures/Epilepsy;Ophthalmologic (child onset);Neurologic (child onset);Ceroid lipofuscinosis neuronal 2;Inborn genetic diseases;Brain MRI positive;Phenotype is progressive	
TPRN	Deafness, autosomal recessive 79;DEAFNESS, AUTOSOMAL RECESSIVE 79	
TRAIP	Seckel syndrome 9;SECKEL SYNDROME 9	
TRAPPC11	Limb-girdle muscular dystrophy, type 2S;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2S	
TRAPPC2	Spondyloepiphyseal dysplasia tarda;SPONDYLOEPIPHYSEAL DYSPLASIA TARDA	
TRAPPC9	Mental retardation, autosomal recessive 13;Mental retardation, autosomal recessive 13	
TRDN	Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness;VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS	
TREM2	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy;Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	
TREX1	Aicardi Goutieres syndrome 1;Aicardi Goutieres syndrome 1	
TRHR	Thyrotropin-releasing hormone resistance, generalized;THYROTROPIN-RELEASING HORMONE RESISTANCE, GENERALIZED	Autosomal recessive inheritance
TRIM2	Charcot-Marie-Tooth disease, axonal, type 2R;CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2R	
TRIM37	Mulibrey nanism syndrome;MULIBREY NANISM	
TRIO	Mercer-Ba syndrome;MERCER-BA SYNDROME	
TRIOBP	Deafness, autosomal recessive 28;DEAFNESS, AUTOSOMAL RECESSIVE 28	
TRIP11	Achondrogenesis, type IA;ACHONDROGENESIS, TYPE IA	
TRIP4	Muscular dystrophy, congenital, davignon-chauveau type;MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE (1 family)	
TRMT10A	Microcephaly, short stature, and impaired glucose metabolism 1;MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM	
TRMT10C	Combined oxidative phosphorylation deficiency 30;COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30	
TRMU	Liver failure acute infantile;LIVER FAILURE, INFANTILE, TRANSIENT	
TRNT1	Retinitis pigmentosa and erythrocytic microcytosis;RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS	
TRPC3	Spinocerebellar ataxia 41;SPINOCEREBELLAR ATAXIA 41 (1 patient)	
TRPC6	Focal segmental glomerulosclerosis 2;FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2	
TRPM1	Congenital stationary night blindness, type 1C;Congenital stationary night blindness, type 1C	
TRPM4	Progressive familial heart block type 1B;PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IB	Autosomal dominant inheritance
TRPM6	Hypomagnesemia 1, intestinal;HYPOMAGNESEMIA WITH SECONDARY HYPOCALCEMIA	
TRPS1	Inborn genetic diseases;MR/ID/DD;Craniofacial (child onset);Gastrointestinal (child onset);Musculoskeletal/Structural (child onset)	
TRPV3	not provided;Palmoplantar keratoderma, mutilating, with periorificial keratotic plaques;PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES	
TRPV4	Brachyrachia (short spine dysplasia);BRACHYOLMIA TYPE 3;Skeletal dysplasia	
TSC1	Bladder cancer;Tuberous sclerosis 1;Tuberous sclerosis syndrome;TSC;Malignant tumor of urinary bladder	
TSC2	Hereditary cancer-predisposing syndrome;Tuberous sclerosis syndrome;TSC;Neoplastic Syndromes, Hereditary	Autosomal dominant inheritance
TSEN15	Pontocerebellar hypoplasia, type 2f;PONTOCEREBELLAR HYPOPLASIA, TYPE 2F	
TSEN2	Pontocerebellar hypoplasia type 2B;PONTOCEREBELLAR HYPOPLASIA, TYPE 2B	Autosomal recessive inheritance
TSEN34	Pontocerebellar hypoplasia type 2C;PONTOCEREBELLAR HYPOPLASIA, TYPE 2C (1 patient);Pontocerebellar Hypoplasia Type 2 and Type 4	Autosomal recessive inheritance
TSEN54	not provided;olivopontocerebellar hypoplasia;Pontocerebellar hypoplasia type 2A;Pontocerebellar Hypoplasia Type 2 and Type 4;PONTOCEREBELLAR HYPOPLASIA, TYPE 2A;Olivopontocerebellar hypoplasia;Pontocerebellar hypoplasia type 4;Pontocerebellar hypoplasia type 5	Autosomal recessive inheritance
TSFM	Combined oxidative phosphorylation deficiency 3;COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3	Autosomal recessive inheritance
TSHB	Secondary hypothyroidism;HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 4	Autosomal recessive inheritance
TSHR	Hyperthyroidism, familial gestational;HYPERTHYROIDISM, FAMILIAL GESTATIONAL	
TSHZ1	Aural atresia, congenital;AURAL ATRESIA, CONGENITAL	
TSPAN12	Exudative vitreoretinopathy 5;EXUDATIVE VITREORETINOPATHY 5	
TSPAN7	Mental retardation 58, X-linked;MENTAL RETARDATION, X-LINKED 58	X-linked inheritance
TSR2	Diamond-Blackfan anemia 14 with mandibulofacial dysostosis;Diamond-Blackfan anemia 15 with mandibulofacial dysostosis;Diamond-Blackfan anemia with microtia and cleft palate;DIAMOND-BLACKFAN ANEMIA, 14, WITH MANDIBULOFACIAL DYSOSTOSIS (1 family)	
TTBK2	Spinocerebellar ataxia 11;SPINOCEREBELLAR ATAXIA 11;Spinocerebellar Ataxia Type11	
TTC19	Mitochondrial complex III deficiency, nuclear type 2;MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2	
TTC21B	Asphyxiating thoracic dystrophy 4;SHORT-RIB THORACIC DYSPLASIA 4	
TTC37	Trichohepatoenteric syndrome;Trichohepatoenteric syndrome	
TTC7A	Multiple gastrointestinal atresias;GASTROINTESTINAL DEFECTS AND IMMUNODEFICIENCY SYNDROME	
TTC8	Bardet-Biedl syndrome 8;BARDET-BIEDL SYNDROME 8	
TTI2	Mental retardation, autosomal recessive 39;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39	
TTLL5	Cone-rod dystrophy 19;CONE-ROD DYSTROPHY 19	
TTN	CARDIOMYOPATHY, DILATED, 1G;Primary dilated cardiomyopathy;Dilated cardiomyopathy 1G	Autosomal dominant inheritance
TTPA	Ataxia with vitamin E deficiency;ATAXIA AND RETINITIS PIGMENTOSA WITH ISOLATED VITAMIN E DEFICIENCY;Ataxia with Vitamin E Deficiency;Ataxia and retinitis pigmentosa with isolated vitamin e deficiency	
TTR	Amyloidogenic transthyretin amyloidosis;AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED;Amyloidogenic transthyretin amyloidosis	Autosomal dominant inheritance
TUBA1A	Lissencephaly 3;Lissencephaly 3	Autosomal dominant inheritance
TUBA4A	Amyotrophic lateral sclerosis 22 with frontotemporal dementia;AMYOTROPHIC LATERAL SCLEROSIS 22 WITH FRONTOTEMPORAL DEMENTIA	
TUBA8	Polymicrogyria with optic nerve hypoplasia;CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8	
TUBB	Cortical dysplasia, complex, with other brain malformations 6;CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6	
TUBB1	MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TUBB1-RELATED;MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TUBB1-RELATED	
TUBB2A	Cortical dysplasia, complex, with other brain malformations 5;Cortical dysplasia, complex, with other brain malformations 5;Cortical dysplasia, complex, with other brain malformations 5	
TUBB2B	Polymicrogyria, asymmetric;CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7	Autosomal dominant inheritance
TUBB3	Cortical dysplasia, complex, with other brain malformations 1;CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1	Autosomal dominant inheritance
TUBB4A	Autosomal dominant torsion dystonia 4;DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT	Autosomal dominant inheritance
TUBB8	Oocyte maturation defect 2;Oocyte maturation defect	
TUBG1	Cortical dysplasia, complex, with other brain malformations 4;CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4	
TUBGCP4	Microcephaly and chorioretinopathy, autosomal recessive, 3;MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3	
TUBGCP6	Microcephaly and chorioretinopathy with or without mental retardation;Microcephaly and chorioretinopathy with or without mental retardation	
TUFM	Combined oxidative phosphorylation deficiency 4;COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 4	
TULP1	Leber congenital amaurosis 15;Leber congenital amaurosis 15	
TUSC3	Mental retardation, autosomal recessive 7;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7	
TWIST1	Craniosynostosis 1;CRANIOSYNOSTOSIS 1	Autosomal dominant inheritance
TWIST2	Ablepharon macrostomia syndrome;ABLEPHARON-MACROSTOMIA SYNDROME	
TXN2	Combined oxidative phosphorylation deficiency 29;COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29 (1 patient)	
TXNL4A	Burn-McKeown syndrome	
TYK2	Tyrosine kinase 2 deficiency;IMMUNODEFICIENCY 35	Autosomal recessive inheritance
TYMP	Mitochondrial DNA depletion syndrome 1 (MNGIE type);MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE)	
TYR	ALBINISM, OCULOCUTANEOUS, TYPE IA;not provided;Tyrosinase-negative oculocutaneous albinism;Albinism, oculocutaneous, type IA	Autosomal recessive inheritance
TYROBP	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy;Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy;Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	
TYRP1	Oculocutaneous albinism type 3;ALBINISM, OCULOCUTANEOUS, TYPE III	
UBA1	Arthrogryposis multiplex congenita, distal, X-linked;SPINAL MUSCULAR ATROPHY, X-LINKED 2;Spinal Muscular Atrophy, X-Linked Infantile	
UBE2A	Syndromic mental retardation, Nascimento type, X-linked;MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE	
UBE2T	Fanconi anemia, complementation group t;FANCONI ANEMIA, COMPLEMENTATION GROUP T	
UBE3A	Angelman syndrome;Angelman Syndrome;Angelman syndrome	Autosomal dominant inheritance;Autosomal recessive inheritance
UBE3B	Inborn genetic diseases;MR/ID/DD;Audiologic/Otolaryngologic (child onset);Musculoskeletal/Structural (child onset)	
UBIAD1	Schnyder crystalline corneal dystrophy;CORNEAL DYSTROPHY, SCHNYDER	
UBQLN2	Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia;AMYOTROPHIC LATERAL SCLEROSIS 15 WITH FRONTOTEMPORAL DEMENTIA	
UBR1	Johanson-Blizzard syndrome;Johanson-Blizzard syndrome	
UCHL1	Neurodegeneration with optic atrophy, childhood-onset;NEURODEGENERATION WITH OPTIC ATROPHY, CHILDHOOD-ONSET (1 family)	
UCP3	Obesity, severe, and type II diabetes;OBESITY, SEVERE, AND TYPE II DIABETES	
UMOD	Familial juvenile gout;HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 1	
UMPS	Orotic aciduria;OROTIC ACIDURIA	
UNC119	Cone-rod dystrophy;CONE-ROD DYSTROPHY	
UNC13D	Hemophagocytic lymphohistiocytosis, familial, 3;HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3	
UNC45B	Cataract 43;CATARACT 43 (1 family)	
UNC80	Hypotonia, infantile, with psychomotor retardation and characteristic facies 2;HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2	
UNG	Immunodeficiency with hyper IgM type 5;IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5	
UPB1	BETA-UREIDOPROPIONASE DEFICIENCY;not provided;Deficiency of beta-ureidopropionase	
UPF3B	Mental retardation, syndromic 14, X-linked;MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	X-linked inheritance
UQCC2	Mitochondrial complex III deficiency, nuclear type 7;MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7 (1 patient)	
UQCC3	Mitochondrial complex III deficiency, nuclear type 9;MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 9 (1 patient)	
UQCRB	not provided;not provided	
UQCRQ	Mitochondrial complex III deficiency, nuclear type 4;MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4	
UROC1	Urocanate hydratase deficiency;UROCANASE DEFICIENCY (1 family)	
UROD	Familial porphyria cutanea tarda;PORPHYRIA CUTANEA TARDA	
UROS	Congenital erythropoietic porphyria	
USB1	Poikiloderma with neutropenia;POIKILODERMA WITH NEUTROPENIA	Autosomal recessive inheritance
USH1C	not specified;DEAFNESS, AUTOSOMAL RECESSIVE 18A;Not specified;Deafness, autosomal recessive 18	Autosomal recessive inheritance
USH1G	Usher syndrome, type 1G;USHER SYNDROME, TYPE IG	
USH2A	Non-syndromic genetic deafness	
USP8	Pituitary dependent hypercortisolism;Pituitary dependent hypercortisolism	
USP9X	Mental retardation, X-linked 99;MENTAL RETARDATION, X-LINKED 99	
UTP4	North american indian childhood cirrhosis;NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS	
UVSSA	UV-sensitive syndrome 3;UV-SENSITIVE SYNDROME 3	
VAC14	Striatonigral degeneration, childhood-onset;STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET	
VANGL1	Caudal regression syndrome;CAUDAL REGRESSION SYNDROME	
VAPB	AMYOTROPHIC LATERAL SCLEROSIS 8;Amyotrophic lateral sclerosis type 8;not provided	
VARS2	Combined oxidative phosphorylation deficiency 20;COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20	
VAX1	Microphthalmia, syndromic 11;MICROPHTHALMIA, SYNDROMIC 11 (1 patient)	
VCL	Familial hypertrophic cardiomyopathy 15;CARDIOMYOPATHY, DILATED, 1W;Dilated cardiomyopathy 1W	
VCP	Amyotrophic lateral sclerosis 14, with or without frontotemporal dementia;AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA	
VDR	Vitamin D-dependent rickets, type 2;VITAMIN D-DEPENDENT RICKETS, TYPE 2A	
VEGFC	Lymphedema, hereditary, ID;LYMPHEDEMA, HEREDITARY, ID	
VHL	Erythrocytosis, familial, 2;ERYTHROCYTOSIS, FAMILIAL, 2	
VIPAS39	Arthrogryposis, renal dysfunction, and cholestasis 2;ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2	
VKORC1	Vitamin k-dependent clotting factors, combined deficiency of, 2;VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2	
VLDLR	Cerebellar ataxia and mental retardation with quadrupedal locomotion 1;CEREBELLAR ATAXIA AND MENTAL RETARDATION WITH QUADRUPEDAL LOCOMOTION 1;Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 1;VLDLR-Associated Cerebellar Hypoplasia	Autosomal recessive inheritance
VMA21	Myopathy, X-linked, with excessive autophagy;MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY	
VPS11	Hypoplasia of the corpus callosum;Severe muscular hypotonia;Febrile seizures;Progressive spastic quadriplegia;Cortical visual impairment;Optic atrophy;Generalized tonic-clonic seizures;Lower limb hypertonia;Multiple joint contractures;Hearing impairment;Gastrointestinal dysmotility;Intellectual disability, borderline;Microcephaly;Strabismus;LEUKODYSTROPHY, HYPOMYELINATING, 12;Neurogenic bladder;Intellectual disability, profound;Aortic root dilatation;Elevated maternal serum alpha-fetoprotein;Central hypotonia;Dystonia;Dysphagia;Delayed speech and language development;Dysautonomia;Generalized hypotonia;Leukodystrophy, hypomyelinating, 12;Leukoencephalopathy;Severe global developmental delay	
VPS13A	Choreoacanthocytosis;CHOREOACANTHOCYTOSIS	
VPS13B	Cohen syndrome;Cohen syndrome	
VPS13C	Parkinson disease	
VPS33B	Arthrogryposis renal dysfunction cholestasis syndrome;ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 1	
VPS35	Inborn genetic diseases;Brain MRI positive;progressive;Audiologic/Otolaryngologic (adult onset);Neurologic (adult onset)	
VPS37A	Spastic paraplegia 53, autosomal recessive;SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE	
VPS45	Severe congenital neutropenia 5, autosomal recessive;NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE	
VPS53	Pontocerebellar hypoplasia, type 2e;PONTOCEREBELLAR HYPOPLASIA, TYPE 2E	
VRK1	Dental (child onset);Multiple Congenital Anomalies (+/- Neurodevelopmental symptoms);Multiple congenital anomalies;Cardiovascular (child onset);MR/ID/DD;progressive _ Musculoskeletal/Structural (child onset);Craniofacial (child onset);Dermatologic (child onset);Neurologic (child onset);Phenotype is progressive;Genitourinary (child onset);Inborn genetic diseases;PONTOCEREBELLAR HYPOPLASIA, TYPE 1A;Pontocerebellar hypoplasia type 1;Musculoskeletal/Structural (child onset)	
VSX1	Craniofacial anomalies and anterior segment dysgenesis syndrome;CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME (1 family)	
VSX2	Anophthalmia - microphthalmia;microphthalmia	
VWA3B	Spinocerebellar ataxia, autosomal recessive 22;SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22 (1 family)	
VWF	not provided;VON WILLEBRAND DISEASE, TYPE 2M;von Willebrand disease type 2M	Autosomal dominant inheritance
WAC	Desanto-shinawi syndrome;DESANTO-SHINAWI SYNDROME	
WAS	Severe congenital neutropenia X-linked;NEUTROPENIA, SEVERE CONGENITAL, X-LINKED	X-linked inheritance
WDPCP	Bardet-Biedl syndrome 15;BARDET-BIEDL SYNDROME 15 (1 patient)	
WDR11	HYPOGONADOTROPIC HYPOGONADISM 14 WITHOUT ANOSMIA;Hypogonadotropic hypogonadism 14 with or without anosmia;not provided	
WDR19	Asphyxiating thoracic dystrophy 5;SHORT-RIB THORACIC DYSPLASIA 5 WITHOUT POLYDACTYLY (1 patient)	
WDR34	Short-rib thoracic dysplasia 11 with or without polydactyly;SHORT-RIB THORACIC DYSPLASIA 11 WITH OR WITHOUT POLYDACTYLY	
WDR35	Cranioectodermal dysplasia 2;Cranioectodermal Dysplasia	
WDR36	Glaucoma 1, open angle, G;GLAUCOMA 1, OPEN ANGLE, G	
WDR45	Neurodegeneration with brain iron accululation 5;Neurodegeneration with brain iron accululation 5	
WDR60	Short-rib thoracic dysplasia 8 with or without polydactyly;SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY	
WDR62	Primary autosomal recessive microcephaly 2;MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE	Autosomal recessive inheritance
WDR72	Amelogenesis imperfecta, hypomaturation type, IIA3;AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA3	Autosomal recessive inheritance
WDR73	Microcephaly, hiatal hernia and nephrotic syndrome;GALLOWAY-MOWAT SYNDROME	Autosomal recessive inheritance
WDR81	Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2;CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2	
WFS1	Cataract 41;CATARACT 41 (1 family)	
WHRN	Deafness, autosomal recessive 31;Deafness, autosomal recessive 31	
WISP3	Progressive pseudorheumatoid dysplasia	
WNK1	Hereditary sensory and autonomic neuropathy type IIA;Hereditary Sensory and Autonomic Neuropathy Type II	
WNK4	Pseudohypoaldosteronism type 2B;PSEUDOHYPOALDOSTERONISM, TYPE IIB	
WNT1	Osteogenesis imperfecta, type xv;Osteogenesis imperfecta type 15	Autosomal recessive inheritance
WNT10A	Dental (child onset);Tooth agenesis, selective, 4;Schopf-Schulz-Passarge syndrome;Oncologic (adult onset);Odontoonychodermal dysplasia;Dermatologic (child onset);ODONTOONYCHODERMAL DYSPLASIA;Inborn genetic diseases	Autosomal dominant inheritance
WNT10B	Split-hand/foot malformation 6;SPLIT-HAND/FOOT MALFORMATION 6	
WNT3	Tetraamelia, autosomal recessive;TETRAAMELIA SYNDROME, AUTOSOMAL RECESSIVE	
WNT4	Mullerian aplasia and hyperandrogenism;MULLERIAN APLASIA AND HYPERANDROGENISM	
WNT5A	Robinow syndrome;ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1	Autosomal dominant inheritance
WNT7A	Fuhrmann syndrome;FUHRMANN SYNDROME	
WRAP53	Dyskeratosis congenita, autosomal recessive, 3;DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 3;Dyskeratosis Congenita	Autosomal recessive inheritance
WRN	Werner syndrome	
WT1	Diffuse mesangial sclerosis;NEPHROTIC SYNDROME, TYPE 4	
WWOX	Epileptic encephalopathy, early infantile, 1;Spinocerebellar ataxia, autosomal recessive 12	X-linked inheritance;X-linked recessive inheritance
XDH	Deficiency of xanthine oxidase;XANTHINURIA, TYPE I	Autosomal recessive inheritance
XIAP	Lymphoproliferative syndrome 2, X-linked;LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 2	
XK	McLeod neuroacanthocytosis syndrome;MCLEOD SYNDROME	X-linked inheritance
XPA	Xeroderma pigmentosum, type 1;XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A	
XPC	not specified;Xeroderma pigmentosum, group C;XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C;AllHighlyPenetrant	
XPNPEP3	Nephronophthisis-like nephropathy 1;NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1	
XPR1	Basal ganglia calcification, idiopathic, 6;BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6	
XRCC2	Hereditary cancer-predisposing syndrome;Neoplastic Syndromes, Hereditary	Autosomal dominant inheritance
XRCC4	Short stature, microcephaly, and endocrine dysfunction;SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION	
XYLT1	Desbuquois dysplasia 2;DESBUQUOIS DYSPLASIA 2	
XYLT2	Spondyloocular syndrome, autosomal recessive;SPONDYLOOCULAR SYNDROME	
YAP1	Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation;COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION	
YARS	Charcot-Marie-Tooth disease, dominant intermediate C;CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE C	
YARS2	Myopathy, lactic acidosis, and sideroblastic anemia 2;Myopathy, lactic acidosis, and sideroblastic anemia 2	
ZAP70	Cd8 deficiency, familial;ZAP70-Related Severe Combined Immunodeficiency	
ZBTB16	Skeletal defects, genital hypoplasia, and mental retardation;SKELETAL DEFECTS, GENITAL HYPOPLASIA, AND MENTAL RETARDATION	
ZBTB18	Mental retardation, autosomal dominant 22;MENTAL RETARDATION, AUTOSOMAL DOMINANT 22 (1 family)	
ZBTB20	Audiologic/Otolaryngologic (child onset);Multiple congenital anomalies;Primrose syndrome;MR/ID/DD;Craniofacial (child onset);Hematologic (child onset);Genitourinary (child onset);ASD;Allergy/Immunologic/Infectious (child onset);Inborn genetic diseases	
ZBTB24	Immunodeficiency-centromeric instability-facial anomalies syndrome 2;IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2	
ZBTB42	Lethal congenital contracture syndrome 6;LETHAL CONGENITAL CONTRACTURE SYNDROME 6 (1 family)	
ZC4H2	Inborn genetic diseases;Multiple congenital anomalies;MR/ID/DD;Brain MRI positive;Musculoskeletal/Structural (child onset);Neurologic (child onset);Craniofacial (child onset);Gastrointestinal (child onset)	
